Flow rate,Time,Peak
0,5,102.131
0,5,77.17
0,5,72.03
0,5,6.06
0,5,5.94
0,5,5.92
0,5,12.781
0,5,228.959
0,5,8.261
0,10,131.37
0,10,114.62
0,10,105.76
0,10,19.57
0,10,15.98
0,10,14.64
0,10,48.03
0,10,39.845
0,10,36.105
0,15,152.18
0,15,131.05
0,15,120.21
0,15,31.19
0,15,25.97
0,15,23.8
0,15,98.313
0,15,85.659
0,15,78.76
0,30,202.92
0,30,174.96
0,30,160.25
0,30,56.86
0,30,48.14
0,30,43.78
0,30,453
0,30,392.5
0,30,365.9
